,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'T': 16, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",86.00(0.00),89.06(0.00),27.86(2.22),7.04(0.19),50.00(0.00),41.07(0.25)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",13.80(0.84),98.24(0.11),93.69(0.03),91.53(0.08),93.91(0.06),41.79(0.67)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",87.00(1.00),88.93(0.13),nan(nan),nan(nan),49.93(0.07),41.66(0.45)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",416.40(4.56),47.02(0.58),16.83(2.22),6.37(0.11),28.44(0.23),41.51(0.46)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",174.60(47.40),77.79(6.03),50.49(1.50),14.50(3.79),54.28(3.37),42.61(1.48)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",90.20(1.10),88.52(0.14),nan(nan),nan(nan),49.70(0.08),41.68(0.79)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",123.00(18.93),84.35(2.41),60.18(4.45),25.21(3.19),65.61(1.37),41.52(0.31)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",303.40(30.66),61.40(3.90),50.03(2.91),14.10(2.89),52.32(3.62),41.94(0.30)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",90.20(1.48),88.52(0.19),nan(nan),nan(nan),49.70(0.11),42.36(0.24)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",86.00(0.00),89.06(0.00),91.99(0.21),62.88(0.75),50.00(0.00),41.77(0.14)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",16.80(0.45),97.86(0.06),96.76(0.10),94.54(0.19),91.76(0.26),41.51(0.66)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",88.20(0.45),88.78(0.06),nan(nan),nan(nan),49.84(0.03),41.88(0.22)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",86.00(0.00),89.06(0.00),32.89(1.77),7.52(0.19),50.00(0.00),41.85(0.41)
