,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'T': 8, 'gamma': 18.75, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",269.00(0.00),64.97(0.00),nan(nan),nan(nan),49.90(0.00),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",269.00(0.00),64.97(0.00),nan(nan),nan(nan),49.90(0.00),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",269.00(0.00),64.97(0.00),nan(nan),nan(nan),49.90(0.00),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",269.00(0.00),64.97(0.00),nan(nan),nan(nan),49.90(0.00),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",269.00(0.00),64.97(0.00),nan(nan),nan(nan),49.90(0.00),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",269.00(0.00),64.97(0.00),nan(nan),nan(nan),49.90(0.00),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 1}",269.00(0.00),64.97(0.00),nan(nan),nan(nan),49.90(0.00),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",272.80(1.64),64.48(0.21),48.51(0.70),34.44(0.47),49.73(0.26),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",272.60(1.82),64.51(0.24),48.44(0.70),34.41(0.47),49.75(0.26),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",273.00(2.55),64.45(0.33),nan(nan),nan(nan),49.78(0.18),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",365.40(10.76),52.42(1.40),47.95(0.93),35.34(0.24),49.26(1.63),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",363.60(9.81),52.66(1.28),48.59(1.35),35.93(0.56),49.39(1.41),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",270.40(0.89),64.79(0.12),nan(nan),nan(nan),50.09(0.16),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",437.80(13.90),42.99(1.81),48.88(1.36),35.45(0.70),47.94(1.33),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",383.20(11.12),50.10(1.45),49.42(1.30),36.02(1.03),49.49(1.76),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",269.20(1.10),64.95(0.14),nan(nan),nan(nan),50.11(0.06),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",322.60(17.52),57.99(2.28),48.36(2.61),37.27(2.61),50.24(1.59),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",318.00(26.50),58.59(3.45),47.97(1.87),36.63(1.57),50.00(1.17),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",268.20(2.49),65.08(0.32),nan(nan),nan(nan),50.22(0.38),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",312.60(12.01),59.30(1.56),48.13(2.20),36.90(2.02),50.32(1.37),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",312.20(15.93),59.35(2.07),48.09(1.36),36.27(1.09),50.12(0.59),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",268.20(2.49),65.08(0.32),nan(nan),nan(nan),50.22(0.38),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",363.80(5.31),52.63(0.69),48.43(0.73),35.26(0.91),49.61(0.64),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",368.20(13.55),52.06(1.76),48.86(2.26),35.90(1.03),48.97(2.28),0.21(0.04)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",267.00(1.41),65.23(0.18),nan(nan),nan(nan),50.38(0.16),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",269.00(0.00),64.97(0.00),nan(nan),nan(nan),49.90(0.00),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",269.00(0.00),64.97(0.00),nan(nan),nan(nan),49.90(0.00),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",269.00(0.00),64.97(0.00),nan(nan),nan(nan),49.90(0.00),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",269.00(0.00),64.97(0.00),nan(nan),nan(nan),49.90(0.00),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",269.00(0.00),64.97(0.00),nan(nan),nan(nan),49.90(0.00),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",269.00(0.00),64.97(0.00),nan(nan),nan(nan),49.90(0.00),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.0001, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",269.00(0.00),64.97(0.00),nan(nan),nan(nan),49.90(0.00),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.0001, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",269.00(0.00),64.97(0.00),nan(nan),nan(nan),49.90(0.00),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.0001, 'beta0': 1, 'beta1': 1, 'beta2': 1}",269.00(0.00),64.97(0.00),nan(nan),nan(nan),49.90(0.00),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",272.80(1.64),64.48(0.21),48.51(0.70),34.44(0.47),49.73(0.26),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",272.60(1.82),64.51(0.24),48.44(0.70),34.41(0.47),49.75(0.26),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",273.00(2.55),64.45(0.33),nan(nan),nan(nan),49.78(0.18),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",365.20(10.57),52.45(1.38),47.92(0.95),35.32(0.24),49.28(1.61),0.18(0.00)
"{'T': 16, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",363.40(10.06),52.68(1.31),48.62(1.37),35.94(0.57),49.43(1.47),0.18(0.00)
